Country,first_seq,num_seqs,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Peru,2020-08-21,110,2021-10-22,S.Q677,2021-04-21,427,False,0.09115358601943731,7953.1591261080175,724.95897452796,4303.161186522989
Chile,2020-08-21,211,2021-11-13,S.Q677,2021-04-21,449,False,0.022016814717867317,6820.6925211912085,150.16992348661014,3612.8839979127442
Switzerland,2020-08-25,1546,2021-11-23,S.Q677,2021-04-25,455,False,0.011864908825409363,5195.024988387647,61.63849783294276,1904.4012530484597
New Zealand,2020-08-30,9,2021-08-31,S.Q677,2021-04-30,366,False,0.0072829131652661075,6.477169640157242,0.04717266404596311,7.092546916785946
Rwanda,2020-09-09,7,2021-01-30,S.Q677,2021-05-10,143,True,0.01276623892049213,65.04363859864782,0.8303626306084819,53.5248934973073
Philippines,2020-09-18,131,2021-08-30,S.Q677,2021-05-19,346,False,0.01686568478323572,5649.495068086592,95.2826030027933,4545.191963175349
Burkina Faso,2020-09-21,23,2021-04-23,S.Q677,2021-05-22,214,True,0.011790492026301867,981.6548387096774,11.574193548387097,68.26278103793862
Jordan,2020-10-08,18,2021-11-17,S.Q677,2021-06-08,405,False,0.012550601881421906,8240.588894549159,103.42435048395313,2176.081234391579
Oman,2020-10-12,8,2021-07-06,S.Q677,2021-06-12,267,False,0.011986645605973578,1893.355989804588,22.69498725573492,534.5345049116393
Uzbekistan,2020-10-14,3,2020-12-07,S.Q677,2021-06-14,54,True,0.00825084736607565,1127.7106598984772,9.304568527918782,223.26349206349218
Greece,2020-10-19,48,2021-11-02,S.Q677,2021-06-19,379,False,0.021273747400427596,746.027110543447,15.870792303572165,1840.9990920989758
Argentina,2020-10-19,32,2021-09-18,S.Q677,2021-06-19,334,False,0.021831554553593417,8042.77311327544,175.58623998464714,14190.452093574044
Czech Republic,2020-10-23,101,2021-11-03,S.Q677,2021-06-23,376,False,0.017294489148044528,3181.577611333887,55.02375947287534,3877.06351849015
Uganda,2020-10-29,43,2021-06-01,S.Q677,2021-06-29,215,True,0.007579405791336028,1146.05078125,8.686383928571429,132.8795853725336
Slovenia,2020-10-31,179,2021-10-16,S.Q677,2021-07-01,350,False,0.015073023677817777,507.68342556723854,7.652324294410626,676.5777419802417
Poland,2020-11-09,113,2021-11-17,S.Q677,2021-07-10,373,False,0.024462997810975842,2859.748820103722,69.9580291261381,6386.845098708261
Luxembourg,2020-11-12,522,2021-11-13,S.Q677,2021-07-13,366,False,0.010148608869053272,671.7191996334199,6.81701542691309,130.22084633745126
Portugal,2020-11-12,152,2021-11-15,S.Q677,2021-07-13,368,False,0.016477786338187507,2338.6248039419806,38.5353598445416,2110.646529429748
Mozambique,2020-11-25,5,2021-07-02,S.Q677,2021-07-26,219,True,0.011335399748956119,127.36378466557912,1.4437194127243067,321.11124459746554
Iran,2020-11-25,3,2021-02-01,S.Q677,2021-07-26,68,True,0.04073997119183263,4812.824324324324,196.07432432432432,7140.654110339786
Norway,2020-11-29,666,2021-11-03,S.Q677,2021-07-30,339,False,0.004339921135274255,1075.2016925246826,4.666290550070522,485.8025507548155
Palestine,2020-11-29,6,2021-02-06,S.Q677,2021-07-30,69,True,0.011541143869307347,9721.74,112.2,1105.2004374070511
Uruguay,2020-12-02,305,2021-04-26,S.Q677,2021-08-02,145,True,0.012762277887792302,47224.3347107438,602.6900826446281,1066.272840851031
Nigeria,2020-12-03,443,2021-09-17,S.Q677,2021-08-03,288,False,0.01315985573340487,8903.079273162939,117.16323881789137,354.30178031658915
Lithuania,2020-12-03,165,2021-11-03,S.Q677,2021-08-03,335,False,0.014394299172888286,745.3912375849451,10.729384474647151,725.6993275989703
Angola,2020-12-07,19,2021-07-18,S.Q677,2021-08-07,223,True,0.02345300820977821,225.44198895027625,5.287292817679558,114.60011797992739
Israel,2020-12-07,297,2021-11-21,S.Q677,2021-08-07,349,False,0.00609951247169762,4362.219026330496,26.607409355379506,2462.842335366003
Bolivia,2020-12-08,2,2021-02-20,S.Q677,2021-08-08,74,True,0.04722237158302691,2895.4610778443116,136.7305389221557,1505.81027027027
Congo (Brazzaville),2020-12-10,32,2021-10-25,S.Q677,2021-08-10,319,False,0.014761678918662554,604.4524076147817,8.922732362821948,28.223075908944427
Bosnia and Herzegovina,2020-12-17,6,2021-10-12,S.Q677,2021-08-17,299,False,0.04550188885123127,1045.1231101511878,47.55507559395248,446.03584462049565
Bulgaria,2020-12-17,35,2021-09-30,S.Q677,2021-08-17,287,False,0.041584189962601714,546.8982792419952,22.742321934219124,1099.8847652403854
Serbia,2020-12-18,5,2021-10-04,S.Q677,2021-08-18,290,False,0.008717782725553238,7007.166666666667,61.08695652173913,1874.4933259962315
Panama,2020-12-20,2,2021-04-01,S.Q677,2021-08-20,102,True,0.01721242535140746,1367.303846153846,23.534615384615385,1266.7456398541497
Zimbabwe,2020-12-21,1,2020-12-21,S.Q677,2021-08-21,0,True,0.02592175173080019,5.969245555021624,0.15473330129745314,
Timor-Leste,2020-12-23,5,2021-06-15,S.Q677,2021-08-23,174,True,0.0022586780789348553,102.58536585365853,0.23170731707317074,41.9591737572772
Ukraine,2020-12-29,3,2021-10-25,S.Q677,2021-08-29,300,False,0.023463567890073877,6194.895818568391,145.35435861091423,5402.484982068601
Mauritius,2021-01-04,5,2021-10-01,S.Q677,2021-09-04,270,False,0.005704868154158215,54.02739726027397,0.3082191780821918,42.79952548054892
Finland,2021-01-06,250,2021-10-21,S.Q677,2021-09-06,288,False,0.007788151859201666,505.4027569515692,3.936153421198011,369.5403357793422
Ghana,2021-01-06,85,2021-08-16,S.Q677,2021-09-06,222,True,0.00836090333716916,1640.3053435114505,13.714434420541291,187.45106004467
Costa Rica,2021-01-10,16,2021-10-25,S.Q677,2021-09-10,288,False,0.01253309163353764,2192.4840137727497,27.478603049680274,1430.5880254941733
Guatemala,2021-01-11,6,2021-09-01,S.Q677,2021-09-11,233,True,0.025248765634594196,1959.6758241758241,49.479395604395606,1234.3726900013814
Bahamas,2021-01-18,5,2021-07-20,S.Q677,2021-09-18,183,True,0.02014113496030579,134.96031746031747,2.7182539682539684,32.155224326250696
Lebanon,2021-01-20,10,2021-07-09,S.Q677,2021-09-20,170,True,0.014384926074163421,1153.393760539629,16.59148397976391,1702.7353373173014
Turkey,2021-01-20,251,2021-11-17,S.Q677,2021-09-20,301,False,0.008749218546051131,11934.06822743225,104.41377106528978,19864.188924379665
Afghanistan,2021-01-21,6,2021-01-21,S.Q677,2021-09-21,0,True,0.04343510468172711,863.5396825396825,37.507936507936506,
Ireland,2021-01-22,281,2021-11-08,S.Q677,2021-09-22,290,False,0.011622124360116561,831.7092399814599,9.666228218522555,819.3606353086698
South Sudan,2021-01-23,44,2021-05-26,S.Q677,2021-09-23,123,True,0.010770815772220662,1189.3367088607595,12.810126582278482,60.74662155782848
Togo,2021-01-25,78,2021-07-31,S.Q677,2021-09-25,187,True,0.009621471072287632,953.0116009280742,9.169373549883991,57.533332610929605
Malawi,2021-01-26,3,2021-09-16,S.Q677,2021-09-26,233,True,0.03675102040816326,79.27092320966351,2.9132873166522866,142.9349643751068
Cameroon,2021-01-27,44,2021-09-25,S.Q677,2021-09-27,241,True,0.016016109771231885,3331.751773049645,53.361702127659576,255.59824744786388
Gambia,2021-01-27,179,2021-08-23,S.Q677,2021-09-27,208,True,0.031784582893347416,1009.60690887433,32.08993448481239,19.243691834481304
Benin,2021-01-30,73,2021-07-18,S.Q677,2021-09-30,169,True,0.012979136341581756,533.0487156775907,6.918511957484499,23.445723951368155
Cabo Verde,2021-01-31,1,2021-01-31,S.Q677,2021-10-01,0,True,0.009523809523809523,287.14285714285717,2.7346938775510203,
Thailand,2021-01-31,17,2021-11-08,S.Q677,2021-10-01,281,False,0.009973218140799385,1376.4363524590165,13.7275,7474.866468445767
Liechtenstein,2021-02-07,4,2021-11-06,S.Q677,2021-10-08,272,False,0.01636266094420601,28.242424242424242,0.4621212121212121,3.9878956916848725
Côte d'Ivoire,2021-02-08,45,2021-05-11,S.Q677,2021-10-09,92,True,0.006281731348420963,3178.996960486322,19.969604863221885,212.2931425502073
Tunisia,2021-02-09,3,2021-03-05,S.Q677,2021-10-10,24,True,0.03439726514241229,3751.6825396825398,129.04761904761904,728.6315384615381
Central African Republic,2021-02-12,2,2021-03-09,S.Q677,2021-10-13,25,True,0.012542305395182163,38.490421455938694,0.4827586206896552,1.052307692307692
Honduras,2021-02-17,4,2021-04-22,S.Q677,2021-10-18,64,True,0.024640185912082332,4137.939393939394,101.95959595959596,628.4719405594406
Libya,2021-02-18,11,2021-06-07,S.Q677,2021-10-19,109,True,0.016762128033673444,28674.097222222223,480.6388888888889,574.2457227870073
Paraguay,2021-02-20,9,2021-08-14,S.Q677,2021-10-21,175,True,0.03377216709119142,4353.073093220339,147.01271186440678,2028.1084008364517
Morocco,2021-03-02,7,2021-08-25,S.Q677,2021-10-31,176,True,0.014568159423593446,5113.620264317181,74.49603524229074,1258.2239724900887
Sri Lanka,2021-03-02,10,2021-09-05,S.Q677,2021-10-31,187,True,0.021911674773698212,697.2532770830194,15.277987042338406,1963.364907794194
Sudan,2021-03-04,23,2021-03-28,S.Q677,2021-11-02,24,True,0.06457159232018339,2725.890566037736,176.01509433962264,40.79307692307691
Estonia,2021-03-04,68,2021-11-02,S.Q677,2021-11-02,243,False,0.007869977811739976,463.54243389173473,3.648068669527897,310.1939469412537
Gabon,2021-03-08,28,2021-09-30,S.Q677,2021-11-06,206,True,0.006168131321505555,1108.0577427821522,6.834645669291339,45.36836244872335
Liberia,2021-03-10,6,2021-05-29,S.Q677,2021-11-08,80,True,0.03946764570904084,41.76996805111821,1.648562300319489,1.6610885275519427
Slovakia,2021-03-13,33,2021-11-07,S.Q677,2021-11-11,239,True,0.013976461141867052,655.5535500661111,9.162318718912,596.3541884407714
Mali,2021-03-20,34,2021-08-30,S.Q677,2021-11-18,163,True,0.03624016674510859,2352.0093023255813,85.23720930232558,24.462990219416973
Belarus,2021-03-22,2,2021-03-25,S.Q677,2021-11-20,3,True,0.006962059474337525,19687.0625,137.0625,1207.2999999999995
Papua New Guinea,2021-03-24,4,2021-09-20,S.Q677,2021-11-22,180,True,0.011176718684099534,30.51971037811746,0.3411102172164119,67.12981401655435
Djibouti,2021-03-26,10,2021-05-20,S.Q677,2021-11-24,55,True,0.01323465389638659,86.02996254681648,1.1385767790262171,73.63714969241286
Niger,2021-04-01,6,2021-04-01,S.Q677,2021-11-30,0,True,0.03724357697669787,590.7058823529412,22.0,
Malta,2021-04-01,13,2021-06-21,S.Q677,2021-11-30,81,True,0.013729977116704805,368.8961038961039,5.064935064935065,15.60899424255286
Ecuador,2021-04-10,21,2021-09-27,S.Q677,2021-12-09,170,True,0.06437073074843973,1101.7041352995773,70.9175002578117,943.9013895888834
Bahrain,2021-04-10,8,2021-10-27,S.Q677,2021-12-09,200,True,0.005034606140556951,312.94782977520146,1.5755690654602008,544.2649830057633
Latvia,2021-04-13,26,2021-07-01,S.Q677,2021-12-12,79,True,0.018327272727272723,162.1977224263872,2.9726418946508777,382.34947257383965
Croatia,2021-04-21,54,2021-11-13,S.Q677,2021-12-20,206,True,0.018406250643002914,666.8157438846927,12.27357771464209,620.9525846673375
Belize,2021-04-29,1,2021-04-29,S.Q677,2021-12-28,0,True,0.02554167325636565,18.169540229885058,0.4640804597701149,
Georgia,2021-05-01,15,2021-11-02,S.Q677,2021-12-30,185,True,0.01394335991504125,6849.318467336683,95.50251256281408,2298.480505760202
Moldova,2021-05-04,1,2021-05-04,S.Q677,2022-01-02,0,True,0.02333561295247789,1197.6380952380953,27.947619047619046,
Dominican Republic,2021-05-10,4,2021-10-16,S.Q677,2022-01-08,159,True,0.01104679469840411,797.1967654986523,8.806469002695417,547.3412706551039
Congo (Kinshasa),2021-05-12,7,2021-06-21,S.Q677,2022-01-10,40,True,0.02317671254548331,771.75,17.886627906976745,189.14808362369348
Haiti,2021-05-20,1,2021-05-20,S.Q677,2022-01-18,0,True,0.020297102515075747,39.64431486880466,0.8046647230320699,
Kuwait,2021-05-30,8,2021-06-15,S.Q677,2022-01-28,16,True,0.005531504804947238,2844.3651987110634,15.733619763694952,1454.2965686274513
Botswana,2021-06-13,6,2021-09-27,S.Q677,2022-02-11,106,True,0.013294018534119628,253.0317385125533,3.363808621506395,1282.5808401418521
Fiji,2021-06-17,2,2021-06-18,S.Q677,2022-02-15,1,True,0.0036407766990291263,2.168421052631579,0.007894736842105263,114.99999999999996
Eswatini,2021-06-29,1,2021-06-29,S.Q677,2022-02-27,0,True,0.03552714315657095,44.69320843091335,1.5878220140515222,
Algeria,2021-07-08,3,2021-07-14,S.Q677,2022-03-08,6,True,0.026089235670074,2772.614906832298,72.33540372670808,852.8928571428572
Trinidad and Tobago,2021-07-28,1,2021-07-28,S.Q677,2022-03-28,0,True,0.02777923922765297,13.27304469273743,0.3687150837988827,
Kosovo,2021-07-28,3,2021-09-07,S.Q677,2022-03-28,41,True,0.0174829728216281,187.67169042769856,3.281059063136456,1283.3474596872213
Montenegro,2021-08-02,2,2021-08-30,S.Q677,2022-04-02,28,True,0.014984275222803977,258.52927927927925,3.873873873873874,461.16206896551734
Suriname,2021-08-05,2,2021-09-29,S.Q677,2022-04-05,55,True,0.02122214442647094,25.9924694069658,0.5516159397552557,293.52604237867394
Ethiopia,2021-08-06,1,2021-08-06,S.Q677,2022-04-06,0,True,0.015596187677068836,221.33072713057075,3.4519155590304926,
Nepal,2021-08-09,1,2021-08-09,S.Q677,2022-04-09,0,True,0.014097836055337666,1074.0808383233532,15.142215568862275,
Vietnam,2021-09-02,3,2021-09-02,S.Q677,2022-05-03,0,True,0.024938004261115573,302.502796768179,7.543816034804226,
Cambodia,2021-10-01,8,2021-10-07,S.Q677,2022-06-01,6,True,0.021384518344605252,125.36847885777046,2.680944535969248,213.4285714285714
Canada,2020-03-10,51,2021-07-03,20A.S.210T,2020-11-08,480,False,0.01877394770823291,2199.657490591235,41.29625470438266,51971.785134703816
Madagascar,2020-07-13,1,2020-07-13,20A.S.210T,2021-03-13,0,True,0.007283464566929134,3.8339622641509434,0.027924528301886794,
Burkina Faso,2020-12-16,1,2020-12-16,20A.S.210T,2021-08-16,0,True,0.01640818161384581,14.351612903225806,0.23548387096774193,
Switzerland,2021-01-16,94,2021-07-19,20A.S.210T,2021-09-16,184,True,0.01519020881251973,232.93292774496828,3.5382998117576387,1271.3686839012928
Rwanda,2021-01-20,1,2021-01-20,20A.S.210T,2021-09-20,0,True,0.012900505902192242,7.289489858635526,0.0940381069452981,
Belgium,2021-01-23,133,2021-07-09,20A.S.210T,2021-09-23,167,True,0.023039224650269724,561.9682125141012,12.947311894422896,2766.2718021269375
Cameroon,2021-01-28,26,2021-03-03,20A.S.210T,2021-09-28,34,True,0.0154281234249874,823.1950354609929,12.700354609929079,201.5529411764706
France,2021-02-03,168,2021-07-13,20A.S.210T,2021-10-04,160,True,0.018664234947675617,26096.990601068286,487.08036400562077,214843.89130434778
Germany,2021-02-11,273,2021-08-04,20A.S.210T,2021-10-12,174,True,0.024276720302553626,997.8642004934927,24.224870095311818,9739.802709359607
USA,2021-02-12,30,2021-09-15,20A.S.210T,2021-10-13,215,True,0.015927641388089105,258.62814711030956,4.119336380038964,50291.47098143585
South Korea,2021-02-18,1486,2021-08-26,20A.S.210T,2021-10-19,189,True,0.009238939785770808,8579.144404672194,79.26219856819894,754.2753489307911
Central African Republic,2021-02-25,8,2021-03-17,20A.S.210T,2021-10-26,20,True,0.012440758293838863,155.2183908045977,1.9310344827586208,1.8012987012987012
Sweden,2021-02-26,1,2021-02-26,20A.S.210T,2021-10-27,0,True,0.019512892718645265,1.1326215703471911,0.022100723193008272,
Luxembourg,2021-03-01,32,2021-05-28,20A.S.210T,2021-10-30,88,True,0.011656880996706285,34.131052390407824,0.3978616160073316,175.63537623425265
UK,2021-03-03,7,2021-03-30,20A.S.210T,2021-11-01,27,True,0.029135895886556604,95.7873659088043,2.7908507203664237,77951.31417624521
Angola,2021-03-04,2,2021-03-05,20A.S.210T,2021-11-02,1,True,0.024303243603157998,12.22797324803722,0.2971794126199477,44.999999999999986
Turkey,2021-03-08,113,2021-08-05,20A.S.210T,2021-11-06,150,True,0.008872398911948859,3703.939991254331,32.86283314832879,19721.50773440223
Ireland,2021-03-09,2,2021-03-23,20A.S.210T,2021-11-07,14,True,0.019914983324981424,2.899820862615406,0.05774988412441905,531.6857142857142
Finland,2021-03-14,3,2021-06-27,20A.S.210T,2021-11-12,105,True,0.010314573528024402,3.764462157682898,0.038828821718885645,235.50139809053582
Gabon,2021-03-19,3,2021-04-20,20A.S.210T,2021-11-17,32,True,0.00617283950617284,86.74015748031496,0.5354330708661418,141.6697860962567
Denmark,2021-03-22,7,2021-07-29,20A.S.210T,2021-11-20,129,True,0.008064414072386738,8.623869183187452,0.0695464519993192,2127.842715317702
Croatia,2021-03-23,1,2021-03-23,20A.S.210T,2021-11-21,0,True,0.022446810566387757,5.976601298131338,0.1341556371699813,
Chile,2021-03-23,1,2021-03-23,20A.S.210T,2021-11-21,0,True,0.02373806680679309,17.68355712249644,0.41977346035556223,
Poland,2021-04-09,2,2021-06-03,20A.S.210T,2021-12-08,55,True,0.025773357289884946,44.69364683196878,1.1519053283882656,5377.2972658920025
Russia,2021-04-29,1,2021-04-29,20A.S.210T,2021-12-28,0,True,0.02275385258391672,248.34469756480755,5.650798638387013,
Japan,2021-05-01,1,2021-05-01,20A.S.210T,2021-12-30,0,True,0.017245813806671857,1.1785684057200783,0.020325371283474565,
South Africa,2021-05-17,4,2021-06-11,20A.S.210T,2022-01-15,25,True,0.03328813379064636,94.462592648203,3.1444834222847082,4390.030085470084
Congo (Brazzaville),2021-05-19,1,2021-05-19,20A.S.210T,2022-01-17,0,True,0.01307075636110143,12.851063829787234,0.167973124300112,
Slovakia,2021-05-25,1,2021-05-25,20A.S.210T,2022-01-23,0,True,0.015988800950411452,16.146892773941698,0.2581694545301908,
Italy,2021-06-05,2,2021-06-05,20A.S.210T,2022-02-03,0,True,0.029897736559410498,31.82839622286596,0.9515970053797825,
Netherlands,2021-06-28,1,2021-06-28,20A.S.210T,2022-02-26,0,True,0.010527526994894522,28.97170657416025,0.30500042304763514,0.0
Cambodia,2021-08-25,6,2021-09-02,20A.S.210T,2022-04-25,8,True,0.020526797691799926,77.36902800658979,1.588138385502471,423.9666666666668
Italy,2020-03-19,28450,2021-11-28,S.N501,2020-11-17,619,False,0.026693062727119875,535993.4618712615,14307.307099055717,9983.52432167886
Sweden,2020-03-26,70761,2021-10-18,S.N501,2020-11-24,571,False,0.012871654389710939,141674.04623300358,1823.579359103151,2611.1749423543874
Australia,2020-03-27,833,2021-11-28,S.N501,2020-11-25,611,False,0.009548673370342212,14564.307692307691,139.0698170190087,1441.2361061399113
Chile,2020-04-05,5469,2021-11-11,S.N501,2020-12-04,585,False,0.022069338827822835,176209.71541894833,3888.8319143350086,3271.2427643128012
Brazil,2020-04-07,43914,2021-11-25,S.N501,2020-12-06,597,False,0.027826627315083934,2886472.695267462,80320.7999463735,43456.29838521532
UK,2020-04-14,261280,2021-11-23,S.N501,2020-12-13,588,False,0.014478842197354255,8196216.62224149,118671.72708876643,226030.42429447043
USA,2020-04-21,272272,2021-11-10,S.N501,2020-12-20,568,False,0.01615731483516677,2636875.363708583,42604.82543253447,88825.60447731247
Netherlands,2020-04-28,30864,2021-11-26,S.N501,2020-12-27,577,False,0.007510257577470297,1367611.285692529,10271.11302140621,23527.632250846396
Madagascar,2020-05-07,182,2021-04-26,S.N501,2021-01-05,354,False,0.016784574837009295,4951.08679245283,83.10188679245283,71.49319458936061
Guinea,2020-05-14,48,2021-06-08,S.N501,2021-01-12,390,False,0.00703500343170899,2375.7452229299365,16.713375796178344,50.68624125235376
Mexico,2020-05-18,4556,2021-11-11,S.N501,2021-01-16,542,False,0.0757182591912895,163167.66424692556,12354.77149308601,7205.98483578616
Spain,2020-05-25,27078,2021-11-28,S.N501,2021-01-23,552,False,0.017141842583880136,503209.10289276106,8625.931228563253,10608.662379160434
Canada,2020-06-08,45462,2021-11-23,S.N501,2021-02-06,533,False,0.016681592756271204,2452817.5724171423,40916.903848488524,60075.58389624094
Kenya,2020-06-09,1129,2021-09-23,S.N501,2021-02-07,471,False,0.020369435752498232,23747.352441613588,483.72016985138004,518.4808420210077
Seychelles,2020-06-25,35,2021-06-08,S.N501,2021-02-23,348,False,0.003369164126423873,274.0640703517588,0.9233668341708543,25.154946857312243
Senegal,2020-06-26,43,2021-08-06,S.N501,2021-02-24,406,False,0.021992452830188677,3093.1053203040174,68.02497285559174,118.27575936754431
Laos,2020-07-07,1,2020-07-07,S.N501,2021-03-07,0,True,0.0,0.8636363636363636,0.0,
Côte d'Ivoire,2020-07-15,76,2021-04-28,S.N501,2021-03-15,287,False,0.0062251050214396095,5306.48632218845,33.03343465045592,102.40726487869173
Nigeria,2020-07-16,262,2021-09-16,S.N501,2021-03-16,427,False,0.01317654574856755,5240.941693290735,69.05750798722045,412.2491541704809
China,2020-07-28,23,2021-06-15,S.N501,2021-03-28,322,False,0.04290659890387186,180616.41308793455,7749.6359918200405,2503.3587713244474
Egypt,2020-07-28,53,2021-05-10,S.N501,2021-03-28,286,False,0.058568075117370895,14466.453089244851,847.2723112128147,515.3998252763496
Indonesia,2020-08-06,125,2021-11-07,S.N501,2021-04-06,458,False,0.03378988339671364,26877.59401731032,908.1907678291238,10123.222774185298
South Africa,2020-08-17,6581,2021-11-25,S.N501,2021-04-17,465,False,0.030405080440304825,265221.63907126576,8064.085270471329,5808.3401103007545
Peru,2020-08-19,2184,2021-11-05,S.N501,2021-04-19,443,False,0.09085208430250748,158723.4792236465,14420.358915214025,4203.564223104076
Gambia,2020-08-21,67,2021-05-20,S.N501,2021-04-21,272,False,0.0293230563002681,238.1512805241215,6.983323406789756,10.832520206285771
